ConceptScheme URI,http://vocabs.lter-europe.net/so/
PREFIX,so,http://vocabs.lter-europe.net/so/
PREFIX,pav,http://purl.org/pav/
PREFIX,dct,http://purl.org/dc/terms/
PREFIX,owl,http://www.w3.org/2002/07/owl#
PREFIX,xsd,http://www.w3.org/2001/XMLSchema#
PREFIX,skos,http://www.w3.org/2004/02/skos/core#
PREFIX,iop,https://w3id.org/iadopt/ont/
PREFIX,puv,https://w3id.org/env/puv#
PREFIX,sosa,http://www.w3.org/ns/sosa/
PREFIX,obo,http://purl.obolibrary.org/obo/
PREFIX,rdf,http://www.w3.org/1999/02/22-rdf-syntax-ns#
PREFIX,rdfs,http://www.w3.org/2000/01/rdf-schema#
PREFIX,et,http://vocabs.lter-europe.net/EnvThes/
PREFIX,qudt,http://qudt.org/vocab/
PREFIX,omv,http://omv.ontoware.org/2005/05/ontology
skos:prefLabel,eLTER SOs
dct:title,eLTER Standard Observations
dct:description,Thesaurus for eLTER Standard Observations
dct:creator,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A
dct:creator,https://orcid.org/0000-0002-7997-219X
dct:contributor,https://ror.org/013vyke20
dct:contributor,https://ror.org/04zaypm56
dct:license,https://creativecommons.org/licenses/by/4.0/
owl:versionInfo,1.1.3
dct:created,2023-08-16
dct:modified,2025-10-16
owl:ontolgoyIRI,http://vocabs.lter-europe.net/so/
omv:acronym,SO
omv:resourceLocator,https://raw.githubusercontent.com/LTER-Europe/SO/main/standard-observations.ttl
omv:keywords,http://vocabs.lter-europe.net/EnvThes/21672
dct:publisher,https://ror.org/00pggkr55
omv:knownUsage,annotation of observation data
dct:audience,http://schema.org/Researcher
doap:repository,https://ecoportal.lifewatch.eu/ontologies/
schema:includedInDataCatalog,https://ecoportal.lifewatch.eu/ontologies/
dct:language,en
schema:includedInDataCatalog,https://vocabs.lter-europe.net/en/
Identifier,skos:prefLabel@en,skos:notation,"rdf:type(separator="","")",skos:definition@en,"skos:broader(separator="","")","dct:source(separator="","")",^skos:member,"skos:exactMatch(separator="","")",dct:isReplacedBy,"skos:closeMatch(separator="","")","skos:narrowMatch(separator="","")","skos:related(separator="","")","obo:RO_0002351(separator="","")","skos:broadMatch(separator="","")","owl:sameAs(separator="","")",rdfs:seeAlso,dct:creator,dct:contributor,dct:created^^xsd:date,dct:modified^^xsd:date
so:018,"Birds, bats, frogs, insects using acoustic recording",SOBIO_018,"skos:Concept, iop:VariableSet",,,,so:c4,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:019,Pollen and spores,SOBIO_019,"skos:Concept, iop:VariableSet",,,,so:c4,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:021,eDNA Water,SOBIO_021,"skos:Concept, iop:VariableSet",,,,so:c4,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-10-15
so:022,eDNA soil,SOBIO_022,"skos:Concept, iop:VariableSet",,,,so:c4,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-10-15
so:023,Vegetation aboveground biomass - forest (site scale),SOATM_023,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:024,Vegetation aboveground biomass - non-forested sites,SOATM_024,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-10-13
so:025,Leaf area index - forests (site scale),SOATM_025,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:026,Leaf area index - non-forested sites,SOATM_026,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-10-13
so:090,Gross primary production,SOATM_090,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:091,Transpiration (plants),SOATM_091,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:092,Aboveground litterfall - forests,SOATM_092,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:095,"Leaf C, N, K, P, Ca, Mg, Mn content - terrestrial",SOATM_095,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:096,"Clorophyll a (benthic, pelagic) - standing, running waters",SOBIO_096,"skos:Concept, iop:VariableSet",,,,so:c4,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:140,Vegetation structure - site scale,SOATM_140,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:177,Tree growth,SOATM_177,"skos:Concept, iop:VariableSet",,,,so:c5,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:003,Soil chemical and physical characteristics,SOGEO_003,"skos:Concept, iop:VariableSet",,,,so:c2,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:048,Percolation/infiltration - soil,SOGEO_048,"skos:Concept, iop:VariableSet",,,,so:c2,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:155,Sediment (aquatic and marine) inventory,SOGEO_155,"skos:Concept, iop:VariableSet",,,,so:c2,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:167,Soil water chemical characteristics,SOGEO_167,"skos:Concept, iop:VariableSet",,,,so:c2,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:004,Profiles of physical and chemical waters characteristics - surface water (standing),SOHYD_004,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:005,Physical and chemical water characteristics - surface water (running waters),SOHYD_005,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:006,Physical and chemical water characteristics - groundwater,SOHYD_006,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:010,Water level - surface water (running water),SOHYD_010,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:011,Ice cover/thickness (standing and transitional water),SOHYD_011,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:012,Snow cover and depths,SOHYD_012,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:058,"Stable isotopes (18O, 2H) - standing, running waters",SOHYD_058,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-13
so:059,"Stable Isotopes (18O, 2H) - groundwater",SOHYD_059,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:062,"Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B - groundwater",SOHYD_062,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-10-13
so:064,"Nutrient concentration: TP, SRP, TDN, NO3, NO2, NH4, DOC, DIC - groundwater",SOHYD_064,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:164,Glacier front variation,SOHYD_164,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:165,Glacier mass balance,SOHYD_165,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2024-07-07
so:166,Glacier area,SOHYD_166,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:168,"Soil water content, soil temperature",SOHYD_168,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2024-06-24
so:169,"Carbon concentration: DOC, DIC - running waters",SOHYD_169,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-10-13
so:170,"Profiles of nutrient concentration: DOC, DIC - standing waters",SOHYD_170,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2024-06-24
so:171,"Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B, Silica - running/standing waters",SOHYD_171,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-10-13
so:172,"Nutrient concentration: TP, SRP, TDN, NO3, NO2, NH4 - running waters",SOHYD_172,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:173,"Profiles of nutrient concentration: TP, SRP, TDN, NO3, NO2, NH4 - standing waters",SOHYD_173,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2025-06-06
so:174,Secchi-Depth; standing waters and transitional waters,SOHYD_174,"skos:Concept, iop:VariableSet",,,,so:c3,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2024-06-24
so:001,Soil inventory - pedological/geological characterization,SOGEO_001,"skos:Concept, iop:VariableSet",,,,so:c2,,,,,,"et:22245,et:22279,et:30319,et:30321,et:30323,et:30324,et:22065,et:22264,et:30067",,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2024-01-09
so:c1,Sociosphere,,skos:Collection,,,,,et:30317,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2024-06-24
so:c2,Geosphere,,skos:Collection,,,,,et:30316,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:c3,Hydrosphere,,skos:Collection,,,,,et:21922,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:c4,Biosphere,,skos:Collection,,,,,et:21921,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2023-08-23
so:c5,Atmosphere,,skos:Collection,,,,,et:21920,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2023-08-16,2024-06-24
so:031,"Yield (cropland, grassland, forest, fishery)",SOSOC_031,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2025-06-13
so:030,Land-based income,SOSOC_030,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2025-06-13
so:114,Livestock,SOSOC_114,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2024-06-24
so:032,Governance structure and character,SOSOC_032,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2024-06-24
so:036,"Land cover, land use, land cover change, land use change - CORINE",SOSOC_036,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2025-05-23
so:037,"Land cover, land use, land cover change, land use change (Statistics)",SOSOC_037,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2025-10-13
so:040,Ecosystem services profile,SOSOC_040,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2024-06-24
so:042,Economics (GDP per capita; Per capita income),SOSOC_042,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2024-06-24
so:043,Demography,SOSOC_043,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2024-06-24
so:044,Status of employment,SOSOC_044,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2024-06-24
so:045,Population consumption statistics,SOSOC_045,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2024-06-24
so:183,Resource use,SOSOC_183,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2025-10-13
so:184,Subsidies programs / schemes,SOSOC_184,"skos:Concept, iop:VariableSet",,,,so:c1,,,,,,,,,,http://purl.org/np/RAjk9ru697It_UawXK1gvq-mpaOdGlwyhNb9nF2tfEE2A,"https://orcid.org/0000-0003-2195-3997, https://orcid.org/0000-0002-7997-219X",2024-06-24,2024-06-24
